7520120,"Kỹ thuật hàng không","A00; A01; D07; D90",25,0,0,252,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720101,"Y khoa","A00; B00; D90; D07",22,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720501,"Răng hàm mặt","A00; B00; D90; D07",22,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720201,"Dược học","A00; B00; D90; D07",21,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720301,"Điều dưỡng","A00; B00; D90; D07",19,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720603,"Kỹ thuật phục hồi chức năng","A00; B00; D90; D07",19,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720601,"Kỹ thuật xét nghiệm y học","A00; B00; D90; D07",19,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340114,"Digital marketing","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D90; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính - ngân hàng","A00; A01; D90; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810201,"Quản trị khách sạn","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Luật kinh tế","A00; C00; D01; A08",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,Luật,"A00; C00; D01; C14",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","A01; D01; D14; D96",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310612,"Trung Quốc học","A01; C00; D01; D04",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310613,"Nhật Bản học","A01; C00; D01; D06",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310614,"Hàn Quốc học","A01; C00; D01; D78",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310630,"Việt Nam học","A01; C00; D01; D78",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320104,"Truyền thông đa phương tiện","A01; C00; D01; D78",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310206,"Quan hệ quốc tế","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310401,"Tâm lý học","B00; B03; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340412,"Quản trị sự kiện","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320108,"Quan hệ công chúng","A00; A01; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210404,"Thiết kế thời trang","H00; H01; V00; V01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210403,"Thiết kế đồ họa","H00; H01; V00; V01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580101,"Kiến trúc","A00; D01; V00; V01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580201,"Kỹ thuật xây dựng","A00; A01; D01; D90",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Công nghệ thông tin","A00; A01; D01; D90",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201,"Công nghệ sinh học","A00; A01; A02; B00",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510601,"Quản lý công nghiệp","A00; A01; D01; D90",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510605,"Logistics và quản lý chuỗi cung ứng","A00; A01; D01; D90",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140201,"Giáo dục mầm non","M00; M01; M11",19,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140114,"Quản lý giáo dục","A00; C00; D01",15,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140206,"Giáo dục thể chất","T00; T02; T03; T07",18,0,0,253,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115,Marketing,"A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh Quốc tế","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510605,"Logistics & Quản lý chuỗi cung ứng","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính - Ngân hàng","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340404,"Quản trị Nhân lực","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340116,"Bất động sản","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320108,"Quan hệ công chúng","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340405,"Hệ thống thông tin quản lý","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340204,"Bảo hiểm","A00; A01; D01; D03; D09",18,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340122,"Thương mại điện tử","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810201,"Quản trị khách sạn","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810202,"Quản trị nhà hàng và dịch vụ ăn uống","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340412,"Quản trị sự kiện","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340410,"Quản trị công nghệ truyền thông","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340114,"Digital Marketing","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310113,"Kinh tế thể thao","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Luật Kinh Tế","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380108,"Luật Quốc tế","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Công nghệ thông tin","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480207,"Trí tuệ nhân tạo","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480103,"Kỹ thuật phần mềm","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480102,"Mạng máy tính & Truyền thông dữ liệu","A00; A01; D01; D03; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101,"Quản lý tài nguyên & môi trường","A00; B00; D07; D08",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210403,"Thiết kế Đồ họa","A01; D01; D09; D14",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210404,"Thiết kế Thời trang","A01; D01; D09; D14",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210304,Phim,"A01; D01; D09; D14",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580108,"Thiết kế Nội thất","A01; D01; D09; D14",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210408,"Nghệ thuật số","A01; D01; D09; D14",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","D01; D09; D14; D15",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310640,"Hoa Kỳ Học","D01; D09; D14; D15",17,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310613,"Nhật Bản Học","D01; D09; D14; D15",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310401,"Tâm lý học","A01; D01; D08; D09",16,0,0,254,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301,"Công nghệ kỹ thuật Điện, Điện tử gồm 02 chuyên ngành: Công nghệ kỹ thuật điện, điện tử; Năng lượng tái tạo","A00; A01; C01; D90",23.5,18,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510303,"Nhóm ngành Tự động hóa gồm 02 ngành: Công nghệ kỹ thuật điều khiển và tự động hóa; Robot và hệ thống điều khiển thông minh.","A00; A01; C01; D90",24.5,24.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510302,"Công nghệ kỹ thuật điện tử - viễn thông","A00; A01; C01; D90",21,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480108,"Công nghệ kỹ thuật máy tính","A00; A01; C01; D90",24.25,23.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510304,"IOT và Trí tuệ nhân tạo ứng dụng","A00; A01; C01; D90",20.5,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510201,"Công nghệ kỹ thuật cơ khí","A00; A01; C01; D90",23.5,18,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510203,"Công nghệ kỹ thuật cơ điện tử","A00; A01; C01; D90",24,24,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510202,"Công nghệ chế tạo máy","A00; A01; C01; D90",22.25,23,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510205,"Công nghệ kỹ thuật ô tô","A00; A01; C01; D90",25.5,18,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510206,"Công nghệ kỹ thuật nhiệt","A00; A01; C01; D90",19,20.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580201,"Kỹ thuật xây dựng","A00; A01; C01; D90",21,23,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580205,"Kỹ thuật xây dựng công trình giao thông","A00; A01; C01; D90",18.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540204,"Công nghệ dệt, may","A00; C01; D01; D90",20.25,0,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210404,"Thiết kế thời trang","A00; C01; D01; D90",22.5,0,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Nhóm ngành Công nghệ thông tin gồm 05 ngành và 01 chuyên ngành: Công nghệ thông tin; Kỹ thuật phần mềm: Khoa học máy tính; Hệ thống thông tin; Khoa học dữ liệu và chuyên ngành Quản lý đô thị thông minh và bền vững","A00; C01; D01; D90",25.25,18,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510401,"Công nghệ kỹ thuật hóa học","A00; B00; D07; D90",18.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510404,"Kỹ thuật hóa phân tích","A00; B00; D07; D90",18.5,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540101,"Công nghệ thực phẩm","A00; B00; D07; D90",23,24,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720497,"Dinh dưỡng và Khoa học thực phẩm","A00; B00; D07; D90",18.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540106,"Đảm bảo chất lượng và an toàn thực phẩm","A00; B00; D07; D90",18.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201,"Công nghệ sinh học","A00; B00; D07; D90",21,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850103,"Nhóm ngành Quản lý đất đai và Kinh tế tài nguyên gồm 02 ngành: Quản lý đất đai; Kinh tế tài nguyên thiên nhiên","A00; C01; D01; D90",18.5,0,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101,"Nhóm ngành Quản lý tài nguyên môi trường gồm 02 ngành: Quản lý tài nguyên và môi trường; Công nghệ kỹ thuật môi trường","B00; C02; D90; D96",18.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D01; D90",25,25,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340302,"Kiểm toán","A00; A01; D01; D90",23.75,23,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính ngân hàng gồm 02 chuyên ngành: Tài chính ngân hàng, Tài chính doanh nghiệp","A00; A01; D01; D90",25.5,25.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh gồm 03 chuyên ngành: Quản trị kinh doanh; Quản trị nguồn lực; Logistics và Quản lý chuỗi cung ứng","A01; C01; D01; D96",25.5,18,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115,Marketing,"A01; C01; D01; D96",26,26,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành gồm 3 chuyên ngành: Quản trị dịch vụ du lịch và lữ hành; Quản trị khách sạn; Quản trị nhà hàng và dịch vụ ăn uống","A01; C01; D01; D96",24,24,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh quốc tế","A01; C01; D01; D96",25.5,27,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340122,"Thương mại điện tử","A01; C01; D01; D90",25,24,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","D01; D14; D15; D96",24.5,24.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Luật kinh tế","A00; C00; D01; D96",26,26,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380108,"Luật quốc tế","A00; C00; D01; D96",24.25,24,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301C,"Công nghệ kỹ thuật Điện, Điện tử gồm 02 chuyên ngành: Công nghệ kỹ thuật điện, điện tử; Năng lượng tái tạo","A00; A01; C01; D90",19.5,21.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510303C,"Nhóm ngành Tự động hóa gồm 02 ngành: Công nghệ kỹ thuật điều khiển và tự động hóa; Robot và hệ thống điều khiển thông minh","A00; A01; C01; D90",21,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510302C,"Công nghệ kỹ thuật điện tử - Viễn thông","A00; A01; C01; D90",17.5,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480108C,"Công nghệ kỹ thuật máy tính","A00; A01; C01; D90",19.5,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510201C,"Công nghệ kỹ thuật cơ khí","A00; A01; C01; D90",20,22.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510203C,"Công nghệ kỹ thuật cơ điện tử","A00; A01; C01; D90",19.5,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510202C,"Công nghệ chế tạo máy","A00; A01; C01; D90",18,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201C,"Nhóm ngành Công nghệ thông tin gồm 04 ngành: Công nghệ thông tin; Kỹ thuật phần mềm; Khoa học máy tính; Hệ thống thông tin","A00; C01; D01; D90",23.25,23,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510401C,"Công nghệ kỹ thuật hóa học","A00; B00; D07; D90",17.5,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540101C,"Công nghệ thực phẩm","A00; B00; D07; D90",17.5,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201C,"Công nghệ sinh học","A00; B00; D07; D90",17.5,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301C,"Kế toán","A00; A01; D01; D90",23,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340302C,"Kiểm toán","A00; A01; D01; D90",21.75,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201C,"Tài chính ngân hàng gồm 02 chuyên ngành: Tài chính ngân hàng; Tài chính doanh nghiệp","A00; A01; D01; D90",23.5,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101C,"Quản trị kinh doanh gồm 03 chuyên ngành: Quản trị kinh doanh; Quản trị nguồn nhân lực; Logistics và Quản lý chuỗi cung ứng.","A01; C01; D01; D96",23.75,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115C,Marketing,"A01; C01; D01; D96",24.5,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120C,"Kinh doanh quốc tế","A01; C01; D01; D96",24,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107C,"Luật kinh tế","A00; C00; D01; D96",23.25,22,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380108C,"Luật quốc tế","A00; C00; D01; D96",20,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101K,"Quản trị kinh doanh","A01; C01; D01; D96",23.75,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115K,Marketing,"A01; C01; D01; D96",24.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301K,"Kế toán","A00; A01; D01; D90",23,21,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201K,"Tài chính ngân hàng","A00; A01; D01; D90",23.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101K,"Quản lý tài nguyên và môi trường","B00; C02; D90; D96",18.5,21.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
72202016,"Ngôn ngữ Anh","D01; D14; D15; D96",24.5,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480101K,"Khoa học máy tính","A00; A01; D01; D90",23.25,20.5,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120K,"Kinh doanh quốc tế","A01; C01; D01; D96",24,20,0,255,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngành Ngôn ngữ Anh","D01; D96",27,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Ngành Quản trị kinh doanh","A00; A01; D01; D07",27,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115,"Ngành Marketing","A00; A01; D01; D07",27.4,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Ngành Kinh doanh quốc tế","A00; A01; D01; D07",27.5,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340122,"Ngành Thương mại điện tử","A00; A01; D01; D07",26.9,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Ngành Tài chính - Ngân hàng","A00; A01; D01; D07",25.3,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Ngành Kế toán","A00; A01; D01; D07",22,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Ngành Luật kinh tế","A00; A01; D01; D96",25.8,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620114,"Ngành Kinh doanh nông nghiệp","A00; A01; D01; D07",22,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Ngành Quản trị dịch vụ du lịch và lữ hành","A00; A01; D01; D07",24,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310101,"Ngành Kinh tế","A00; A01; D01; D07",26.3,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310104,"Ngành Kinh tế đầu tư","A00; A01; D01; D07",25.4,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340116,"Ngành Bất động sản","A00; A01; D01; D07",24.2,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340404,"Ngành Quản trị nhân lực","A00; A01; D01; D07",26.6,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510605,"Ngành Logistics và Quản lý chuỗi cung ứng","A00; A01; D01; D07",27.4,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340121,"Ngành Kinh doanh thương mại","A00; A01; D01; D07",27,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340204,"Ngành Bảo hiểm","A00; A01; D01; D07",25,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340206,"Ngành Tài chính quốc tế","A00; A01; D01; D07",26.8,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340302,"Ngành Kiểm toán","A00; A01; D01; D07",26.1,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810201,"Ngành Quản trị khách sạn","A00; A01; D01; D07",25.3,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310108,"Ngành Toán kinh tế","A00; A01; D01; D07",25.2,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310107,"Ngành Thống kê kinh tế","A00; A01; D01; D07",25.9,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340405,"Ngành Hệ thống thông tin quản lý","A00; A01; D01; D07",26.2,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480109,"Ngành Khoa học dữ liệu","A00; A01; D01; D07",26,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480103,"Ngành Kỹ thuật phần mềm","A00; A01; D01; D07",26.2,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,"Ngành Luật","A00; A01; D01; D96",25.8,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340403,"Ngành Quản lý công","A00; A01; D01; D07",25,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580104,"Ngành Kiến trúc đô thị","A00; A01; D01; V00",22.8,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720802,"Ngành Quản lý bệnh viện","A00; A01; D01; D07",24.2,0,0,256,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580101,"Kiến trúc","V00; V01; V02",24.4,24.88,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580101CLC,"Kiến trúc (CLC)","V00; V01; V02",24.16,24.22,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580108,"Thiết kế nội thất","V00; V01; V02",24.46,24.72,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580105,"Quy hoạch vùng và đô thị","V00; V01; V02",22.65,22.8,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580105CLC,"Quy hoạch vùng và đô thị (CLC)","V00; V01; V02",20.83,19.59,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580102,"Kiến trúc cảnh quan","V00; V01; V02",23.51,23.71,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580199,"Thiết kế đô thị (CT tiên tiến)","V00; V01; V02",16.93,21.11,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210402,"Thiết kế công nghiệp","H01; H02",24.08,24.42,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210403,"Thiết kế đồ họa","H01; H06",25.35,24.87,0,257,"2022-04-15 13:45:53","2022-04-15 13:45:53"
